Vernier Format 2
Untitled.cmbl 06/12/2023 09:10:17 ,
Latest
Wavelength	Intensity
λ	I
nm	rel

380	0,00132800606653
381	0,00158789132833
382	0,00147890718628
383	0,00142860681303
384	0,00167591698152
385	0,00152920755954
386	0,00187292677676
387	0,00186454338121
388	0,00188969356784
389	0,00176394263471
390	0,00239269730036
391	0,00225017957614
392	0,00184777659013
393	0,00204059468759
394	0,00218311241181
395	0,00212442864301
396	0,00244299767361
397	0,00296276819721
398	0,00715446596818
399	0,00495801633619
400	0,00360828965394
401	0,0038011077514
402	0,00512149254926
403	0,0237284389546
404	0,496166311325
405	0,106853997451
406	0,00842035869501
407	0,0608752646009
408	0,0320824926121
409	0,00445501260367
410	0,00303821875709
411	0,00266934935324
412	0,00284540065962
413	0,00269449953987
414	0,00256874860674
415	0,00290408442841
416	0,00293761801058
417	0,00288312593956
418	0,00277833349529
419	0,00291246782396
420	0,00288312593956
421	0,00290408442841
422	0,00311366931696
423	0,00310947761919
424	0,00337355457876
425	0,00346577192972
426	0,0038011077514
427	0,00388913340459
428	0,00442147902151
429	0,0061987588764
430	0,00795088854466
431	0,00797603873129
432	0,00790897156695
433	0,0120126436847
434	0,0461540220293
435	0,783674861436
436	0,967656859999
437	0,0281800219874
438	0,00935929899571
439	0,00758621083859
440	0,00667661242229
441	0,00660116186241
442	0,00634965999615
443	0,00673110449331
444	0,00670176260891
445	0,00706224861722
446	0,0073095587857
447	0,0075987859319
448	0,00762393611853
449	0,00834071643736
450	0,00862156018802
451	0,00839520850838
452	0,00832814134405
453	0,00855449302368
454	0,0082778409708
455	0,00816047343321
456	0,00778741233159
457	0,00738920104335
458	0,00718799955035
459	0,00728021690131
460	0,00708320710607
461	0,0066598456312
462	0,00655086148916
463	0,00617780038754
464	0,00621552566748
465	0,00571252193496
466	0,00613169171206
467	0,00608977473435
468	0,00554485402413
469	0,00572928872605
470	0,00543586988208
471	0,00533526913558
472	0,00520113480691
473	0,00489094917185
474	0,00500831670944
475	0,0049999333139
476	0,00475681484318
477	0,00494544124288
478	0,00499154991836
479	0,00495801633619
480	0,00501670010498
481	0,00503346689607
482	0,00488256577631
483	0,00508376726932
484	0,00480711521643
485	0,00507119217601
486	0,00521790159799
487	0,00539395290437
488	0,00564545477063
489	0,00581312268147
490	0,00568737174834
491	0,017021722521
492	0,0130060760565
493	0,00743111802106
494	0,0061400751076
495	0,00601432417447
496	0,00626582604073
497	0,00647541092928
498	0,00690296410192
499	0,006919730893
500	0,00708320710607
501	0,00704548182613
502	0,00731375048347
503	0,00765746970069
504	0,0075987859319
505	0,00760716932744
506	0,00774130365611
507	0,00785028779816
508	0,00793831345135
509	0,00804310589562
510	0,00842874209055
511	0,00852095944151
512	0,00851676774374
513	0,00894851261415
514	0,00920001448041
515	0,00918324768933
516	0,00952277520878
517	0,00950181671992
518	0,00942636616004
519	0,00950181671992
520	0,00951020011546
521	0,00992517819479
522	0,0099377532881
523	0,0098371525416
524	0,00992936989256
525	0,00977427707503
526	0,00996290347473
527	0,0101808717588
528	0,0102730891098
529	0,0109186105665
530	0,0104826739983
531	0,0108347766111
532	0,0111701124328
533	0,0113293969481
534	0,0113964641124
535	0,0120587523602
536	0,0117737169118
537	0,0123102542265
538	0,0127545741902
539	0,0130228428475
540	0,015521094719
541	0,0220349930551
542	0,0200732784983
543	0,0223745205746
544	0,0337046796495
545	0,708106934021
546	1
547	1
548	0,334785947143
549	0,0365718009248
550	0,0183714492033
551	0,0151019249419
552	0,0140498088014
553	0,0134755462068
554	0,0126623568392
555	0,012612056466
556	0,0123270210176
557	0,0121383946179
558	0,0120419855691
559	0,0113796973213
560	0,0117485667252
561	0,0113880807169
562	0,0115222150455
563	0,0113880807169
564	0,0112371795971
565	0,0108096264245
566	0,0108096264245
567	0,0112707131793
568	0,0109856777308
569	0,0108431600066
570	0,0106922588869
571	0,0110862784773
572	0,012025218778
573	0,0118575508672
574	0,0130312262431
575	0,01561331207
576	0,345818495676
577	0,415559963189
578	0,364530234525
579	0,566829952348
580	0,153947721908
581	0,0477720173689
582	0,0140456171037
583	0,0105916581404
584	0,00989583631039
585	0,00948504992884
586	0,00896527940524
587	0,0091580975027
588	0,00896527940524
589	0,00870539414344
590	0,00870539414344
591	0,00851257604597
592	0,00860479339693
593	0,00821077380646
594	0,00812693985104
595	0,00801376401123
596	0,00817724022429
597	0,0079592719402
598	0,00784190440262
599	0,00772453686503
600	0,00800118891791
601	0,00785028779816
602	0,00762393611853
603	0,00770777007395
604	0,00776645384274
605	0,00748141839431
606	0,00751495197648
607	0,00764908630515
608	0,00746045990546
609	0,00744788481215
610	0,00706224861722
611	0,00693649768409
612	0,00708739880384
613	0,00700356484842
614	0,00703290673282
615	0,00689458070638
616	0,00649217772036
617	0,00649217772036
618	0,00634965999615
619	0,00602270757002
620	0,00590534003243
621	0,00581312268147
622	0,00601432417447
623	0,00592210682351
624	0,00624067585411
625	0,00546102006871
626	0,00557838760629
627	0,00556162081521
628	0,00517598462028
629	0,00523466838907
630	0,00674367958662
631	0,00510891745594
632	0,00486579898523
633	0,00458914693234
634	0,0045807635368
635	0,00476519823872
636	0,0046394473056
637	0,0043795620438
638	0,00430411148392
639	0,0043795620438
640	0,00400230924441
641	0,00407775980429
642	0,00418674394633
643	0,00423704431958
644	0,00434602846163
645	0,00382625793803
646	0,00377595756478
647	0,00365859002719
648	0,00385140812465
649	0,00359152286285
650	0,00381787454249
651	0,00362505644502
652	0,00391847528899
653	0,00375080737815
654	0,0031807364813
655	0,00335678778768
656	0,0032100783657
657	0,00344900513864
658	0,00305498554817
659	0,00278671689083
660	0,00300468517492
661	0,0030801357348
662	0,00291589739486
663	0,00282863386854
664	0,00262743237553
665	0,00297115159275
666	0,00284540065962
667	0,00282025047299
668	0,00273641651758
669	0,00252911800963
670	0,00287893424179
671	0,00279510028637
672	0,00305498554817
673	0,00268611614432
674	0,00271964972649
675	0,00261066558445
676	0,00265258256216
677	0,00283701726408
678	0,00249329804686
679	0,00245138106915
680	0,00207831996753
681	0,0019784813479
682	0,00227532976277
683	0,00219987920289
684	0,00214957882964
685	0,00221664599398
686	0,00206574487422
687	0,00223341278506
688	0,00210766185193
689	0,00204897808314
690	0,00388494170682
691	0,00472328126102
692	0,00290408442841
693	0,00245976446469
694	0,00219149580735
695	0,00236754711373
696	0,00610654152544
697	0,00529754385564
698	0,00336517118322
699	0,00274479991312
700	0,00215796222518
701	0,00174717584363
702	0,00170525886592
703	0,00179214132881
704	0,00180052472435
705	0,00206574487422
706	0,00403584282658
707	0,00558677100183
708	0,00401069263995
709	0,00296276819721
710	0,0021411954341
711	0,00192322715001
712	0,00171364226146
713	0,00175555923917
714	0,00220826259843
715	0,00199867770988
716	0,00201544450097
717	0,00190646035892
718	0,00157950793279
719	0,00175555923917
720	0,00175860774664
721	0,00166334188821
722	0,00149567397737
723	0,00173879244808
724	0,00154597435062
725	0,00167172528375
726	0,00195218797097
727	0,00249329804686
728	0,00227532976277
729	0,00181424300796
730	0,00176394263471
731	0,00193161054555
732	0,00199867770988
733	0,0018813101723
734	0,00177232603025
735	0,00152082416399
736	0,00151244076845
737	0,00271964972649
738	0,00818562361984
739	0,00554485402413
740	0,00321427006347
741	0,00221664599398
742	0,00160465811941
743	0,00167172528375
744	0,00173879244808
745	0,00168010867929
746	0,00173040905254
747	0,00193999394109
748	0,0018813101723
749	0,00232791651662
750	0,00743111802106
