Vernier Format 2
Untitled.cmbl 06/12/2023 09:29:43 ,
Latest
Wavelength	Intensity
λ	I
nm	rel

380	0,00109009786496
381	0,00121164320537
382	0,001
383	0,001
384	0,001
385	0,00104818567861
386	0,00112362761403
387	0,00124936417308
388	0,00109009786496
389	0,00125774661035
390	0,00127451148489
391	0,00129127635943
392	0,00122421686127
393	0,00117392223765
394	0,00105999729476
395	0,00120745198673
396	0,00132480610851
397	0,00108171542769
398	0,0012996587967
399	0,00132937834702
400	0,0013613840166
401	0,00124936417308
402	0,00153855825889
403	0,00134995342032
404	0,00131451857186
405	0,00147168927067
406	0,00134157098305
407	0,00119068711219
408	0,00116134858175
409	0,0013834831694
410	0,00131642367124
411	0,00136252707622
412	0,00176069284654
413	0,00144216023029
414	0,0012790837234
415	0,00135833585759
416	0,00130804123397
417	0,00142539535575
418	0,00145054266756
419	0,00133318854578
420	0,00107333299042
421	0,00132480610851
422	0,00157627922661
423	0,00152598460299
424	0,00151760216572
425	0,0012554604911
426	0,00161819141296
427	0,0015637055707
428	0,00149245485391
429	0,0014673075421
430	0,00147568997937
431	0,00141701291848
432	0,0016601035993
433	0,00152598460299
434	0,00124936417308
435	0,00128289392216
436	0,00123679051718
437	0,00130042083645
438	0,00121621544388
439	0,00143796901165
440	0,0015511319148
441	0,00153436704026
442	0,00143377779302
443	0,00131223245261
444	0,00120211770847
445	0,00153436704026
446	0,00158885288251
447	0,00168525091111
448	0,00122421686127
449	0,0012870851408
450	0,00139186560667
451	0,0013834831694
452	0,00131642367124
453	0,00133737976442
454	0,00127451148489
455	0,00130308797558
456	0,00158885288251
457	0,00154274947753
458	0,00133318854578
459	0,00136671829486
460	0,00121164320537
461	0,00130804123397
462	0,00148178629738
463	0,00144711348868
464	0,00106495055315
465	0,00107066585128
466	0,00126612904762
467	0,00147568997937
468	0,00161819141296
469	0,0016601035993
470	0,00138767438803
471	0,00132480610851
472	0,00135452565883
473	0,00106799871215
474	0,00111562619664
475	0,00122421686127
476	0,00123259929854
477	0,00142539535575
478	0,00120745198673
479	0,00108171542769
480	0,00109848030222
481	0,00112362761403
482	0,00106266443389
483	0,00116553980038
484	0,00112362761403
485	0,00114877492584
486	0,00126612904762
487	0,00128289392216
488	0,00124936417308
489	0,0012996587967
490	0,00119906954946
491	0,00115715736311
492	0,00123679051718
493	0,0012996587967
494	0,00133318854578
495	0,00119068711219
496	0,00107333299042
497	0,00135833585759
498	0,00141701291848
499	0,00132251998926
500	0,00148826363527
501	0,001215834424
502	0,00134995342032
503	0,00126612904762
504	0,00123679051718
505	0,00118840099294
506	0,0011495369656
507	0,00116553980038
508	0,00127108230601
509	0,00113810636932
510	0,00114877492584
511	0,00114877492584
512	0,00115334716435
513	0,001
514	0,00114877492584
515	0,00130804123397
516	0,00148826363527
517	0,00120745198673
518	0,00107333299042
519	0,00109771826247
520	0,00121050014574
521	0,00108590664632
522	0,00125774661035
523	0,0010767621693
524	0,00102380040655
525	0,0010356120227
526	0,00112362761403
527	0,00109848030222
528	0,00122421686127
529	0,00150083729118
530	0,0011320100513
531	0,001
532	0,00103599304258
533	0,00104894771836
534	0,001212786265
535	0,001
536	0,001
537	0,00105390097674
538	0,00117849447616
539	0,00110152846123
540	0,00100627349226
541	0,001
542	0,00118535283393
543	0,001
544	0,00129127635943
545	0,0011320100513
546	0,001
547	0,00131223245261
548	0,00114877492584
549	0,00143377779302
550	0,00127451148489
551	0,001
552	0,001
553	0,001
554	0,0010436134401
555	0,00101541796928
556	0,00100627349226
557	0,001
558	0,00116553980038
559	0,00103980324134
560	0,001
561	0,001
562	0,0010230383668
563	0,0010024632935
564	0,001
565	0,001
566	0,00103446896307
567	0,00113620126994
568	0,001
569	0,001
570	0,001
571	0,001
572	0,001
573	0,0010657125929
574	0,001
575	0,001
576	0,00116553980038
577	0,00119068711219
578	0,00116134858175
579	0,001
580	0,001
581	0,001
582	0,0010988613221
583	0,001
584	0,001
585	0,001
586	0,001
587	0,00107333299042
588	0,00130003981658
589	0,00119906954946
590	0,00109848030222
591	0,00110686273949
592	0,00116553980038
593	0,00112362761403
594	0,00107333299042
595	0,001
596	0,001
597	0,001
598	0,00100627349226
599	0,001
600	0,001
601	0,00115734787305
602	0,00132480610851
603	0,0012996587967
604	0,0010767621693
605	0,00136671829486
606	0,00109314602396
607	0,00117392223765
608	0,00136252707622
609	0,00123259929854
610	0,00110686273949
611	0,0010230383668
612	0,00117011203889
613	0,00122421686127
614	0,00145054266756
615	0,00118535283393
616	0,0013834831694
617	0,00136671829486
618	0,00145892510483
619	0,0012996587967
620	0,00148026221788
621	0,00148712057564
622	0,00148826363527
623	0,00166848603657
624	0,00162657385022
625	0,00201216596464
626	0,0019115767174
627	0,00212952008642
628	0,00414968746845
629	0,00567529105156
630	0,00668956596121
631	0,00990842187283
632	0,699749479432
633	0,953561297525
634	0,243149738906
635	0,0508063333124
636	0,00834090610337
637	0,00368865341861
638	0,0026073190108
639	0,00185289965651
640	0,00161819141296
641	0,001743927972
642	0,00172716309746
643	0,00160980897569
644	0,0015511319148
645	0,00114877492584
646	0,00126193782899
647	0,001
648	0,00108171542769
649	0,00128289392216
650	0,001
651	0,00105656811588
652	0,00120745198673
653	0,00109848030222
654	0,00109848030222
655	0,00140024804394
656	0,00109848030222
657	0,00114039248857
658	0,00109848030222
659	0,001
660	0,00104818567861
661	0,001
662	0,001
663	0,001
664	0,001
665	0,001
666	0,00102684856556
667	0,00100703553201
668	0,001
669	0,00114039248857
670	0,00110533865999
671	0,00116172960162
672	0,00114039248857
673	0,00109848030222
674	0,001
675	0,001
676	0,00100627349226
677	0,001
678	0,001
679	0,001
680	0,001
681	0,001
682	0,001
683	0,001
684	0,001
685	0,001
686	0,001
687	0,001
688	0,001
689	0,001
690	0,001
691	0,001
692	0,001
693	0,001
694	0,001
695	0,001
696	0,001
697	0,001
698	0,00105656811588
699	0,001
700	0,00106495055315
701	0,001
702	0,001
703	0,001
704	0,001
705	0,00105961627488
706	0,001
707	0,001
708	0,001
709	0,001
710	0,001
711	0,001
712	0,001
713	0,001
714	0,001
715	0,001
716	0,001
717	0,00114115452833
718	0,001
719	0,001
720	0,001
721	0,00104399445997
722	0,001
723	0,001
724	0,001
725	0,001
726	0,001
727	0,001
728	0,001
729	0,001
730	0,001
731	0,001
732	0,001
733	0,001
734	0,001
735	0,001
736	0,001
737	0,001
738	0,001
739	0,0010230383668
740	0,001
741	0,001
742	0,001
743	0,001
744	0,001
745	0,001
746	0,001
747	0,001
748	0,001
749	0,001
750	0,001
