,Hg 01,Hg 02,Hg 03,LED Teto,He Ne,Vm01,Vm02,Vm03,Vm04,Cu(NO3),Na01,Na02,Na03,Na04,Led Viol Fort,Led Viol,Laser Verde,Isquero
lambda,I,I,I,I,I,I,I,I,I,,,,,,,,,
416,0.00194073831889,0.00293761801058,0.00384808853119,0.00631379335949,0.00130804123397,0.0075287058,0.0019745721,0.0789569698,0.0051601170,0.0040810917,0.0019027382,0.0043540434,0.0717345426,0.0107030785804,0.0269480093191,0.140030868475,0.00128809500903,0.00287996369205
417,0.0018485218113,0.00288312593956,0.00391096579477,0.00729393352639,0.00142539535575,0.0076588136,0.0022264016,0.0838355390,0.0053322100,0.0043073112,0.0018901449,0.0042658863,0.0542689707,0.00837333583671,0.0246136653018,0.122801251078,0.00125869864991,0.00288415189943
418,0.00189043840566,0.00277833349529,0.00399899396378,0.00841648722181,0.00145054266756,0.0083681114,0.0024110765,0.0866924360,0.0056973828,0.0046089373,0.0019279249,0.0041105619,0.0527822702,0.00852865201963,0.0222877182054,0.10485775726,0.0014644731638,0.00329878442992
419,0.00188205508679,0.00291246782396,0.0038313212609,0.00953904091723,0.00133318854578,0.0101308633,0.0021676414,0.0905044874,0.0055210925,0.0044162317,0.0018859471,0.0042029170,0.0526306520,0.00801652838947,0.0193487958815,0.0880102737124,0.00103612621651,0.00349144196934
420,0.00177307194145,0.00288312593956,0.00396126760563,0.0105610674161,0.00107333299042,0.0090941973,0.0021760357,0.0948476562,0.0056344219,0.0045712340,0.0019027382,0.0042532924,0.0603463327,0.0087385387533,0.0177869685894,0.0776758626929,0.001,0.00342443065128
421,0.00196588827551,0.00290408442841,0.00387323943662,0.0117590165089,0.00132480610851,0.0087206618,0.0020249380,0.0976231723,0.0058233044,0.0046089373,0.0020202760,0.0046311085,0.0682136315,0.0101741640116,0.0158388829347,0.0690295594466,0.00152326588205,0.00358358253167
422,0.00197427159438,0.00311366931696,0.00438464118042,0.0137360513755,0.00157627922661,0.0087038737,0.0022851618,0.1037738531,0.0062346485,0.0047848858,0.0021126271,0.0048661940,0.0692918053,0.0102665141744,0.0147220924516,0.0618236068625,0.0014980690028,0.00364221743497
423,0.00179822189807,0.00310947761919,0.00411217303823,0.0153738069535,0.00152598460299,0.0090941973,0.0025034140,0.1038295347,0.0067299404,0.0050111053,0.0021294183,0.0052356141,0.0856792035,0.0126676184076,0.0131140820944,0.055831244195,0.00140987992542,0.0038139339375
424,0.00182337185468,0.00337355457876,0.00430080482897,0.0169026580685,0.00151760216572,0.0089221192,0.0023607106,0.1076630022,0.0067887038,0.0052875959,0.0019279249,0.0077543875,0.2398201410,0.0362504918028,0.0122114130949,0.0517117573156,0.00167444715756,0.00408616741712
425,0.00189882172453,0.00346577192972,0.00475352112676,0.020077642028,0.0012554604911,0.0091655468,0.0024950197,0.1144647300,0.0066795717,0.0054551659,0.0020874405,0.0070995064,0.1471561637,0.0215836068539,0.0111617979792,0.0481003824774,0.00122090333103,0.00386838063342
426,0.00204972146423,0.0038011077514,0.00515593561368,0.0223311266852,0.00161819141296,0.0092326993,0.0023439220,0.1179598243,0.0071077054,0.0056813854,0.0022553516,0.0057057851,0.0753649557,0.0111816203332,0.0101625643891,0.0420198350755,0.00135528668704,0.00437934193363
427,0.00213774631239,0.00388913340459,0.00528169014085,0.0251123791246,0.0015637055707,0.0094215656,0.0026138756,0.1223072763,0.0072336270,0.0058657124,0.0024064716,0.0059156829,0.0869805929,0.0123527883071,0.00931027691518,0.0386100253445,0.00148547056317,0.00434164806722
428,0.00248565404558,0.00442147902151,0.00603621730382,0.0286727173377,0.00149245485391,0.0103658969,0.0026964833,0.1277255292,0.0078128667,0.0065778850,0.0025911738,0.0066293354,0.0940982241,0.0136079109744,0.00895340777585,0.035351389444,0.00139728148579,0.00442122400741
429,0.00285452007595,0.0061987588764,0.0102196512408,0.0328948595951,0.0014673075421,0.0097699189,0.0027468492,0.1314690494,0.0079052092,0.0066197775,0.0027758761,0.0077963671,0.1051410815,0.0149511860699,0.0079793649485,0.0306650007005,0.00138239242078,0.00435421268935
430,0.00316889453366,0.00795088854466,0.0130784708249,0.0365222159393,0.00147568997937,0.0100385287,0.0027300605,0.1391402675,0.0082158160,0.0068711326,0.0028598316,0.0087493030,0.1344118134,0.0187753223574,0.00778623576722,0.028645150355,0.0011579111329,0.00450498815499
431,0.00361740209331,0.00797603873129,0.0132796780684,0.0408281308605,0.00141701291848,0.0101140752,0.0029651014,0.1480621812,0.0087027131,0.0068208616,0.0031284894,0.0107265402,0.2549903822,0.0373586937566,0.00697173443745,0.0260038075954,0.00127129708953,0.00447985891072
432,0.00364255204993,0.00790897156695,0.0130365526492,0.0458209816252,0.0016601035993,0.0102903504,0.0030490446,0.1550009715,0.0093659005,0.0064857215,0.0030865116,0.0108776666,0.2203961676,0.0321451072922,0.00659387299581,0.0233330699244,0.00136368564679,0.00504945511422
433,0.00443896734278,0.0120126436847,0.0223717303823,0.0525688696973,0.00152598460299,0.0109954512,0.0025915543,0.1561531534,0.0093491109,0.0071727586,0.0040310117,0.0211794500,0.2978435760,0.0383577546088,0.00655188839118,0.0225730014991,0.00129935725052,0.00519604237247
434,0.0144486500761,0.0461540220293,0.089302481556,0.0574653818986,0.00124936417308,0.0110206334,0.0030910161,0.1526280766,0.0093575057,0.0073151931,0.0118766586,0.0603127935,0.8087842060,0.105068154039,0.00619921771231,0.0212334333906,0.00109033768399,0.00499919662568
435,0.434796641642,0.783674861436,0.894869215292,0.0642677222022,0.00128289392216,0.0297561679,0.0047027248,0.2576436694,0.0112295411,0.0084295338,0.2681761876,0.4540390631,1.0000000000,0.762895154708,0.0055694486429,0.0196209125326,0.00149157889754,0.00500757304043
436,0.316172679602,0.967656859999,1,0.0730889837043,0.00123679051718,0.0237376293,0.0051224406,0.2393929376,0.0116912538,0.0089950826,0.1705778508,0.3115688409,1.0000000000,0.591728325665,0.00564502093123,0.0195621227096,0.00134688772729,0.00522117161675
437,0.00886535970725,0.0281800219874,0.0601441985245,0.0821783177307,0.00130042083645,0.0129260842,0.0032253252,0.1914253373,0.0109860925,0.0087479168,0.0071415651,0.0341595292,0.8154217129,0.0803183104042,0.00557784556383,0.0190162172108,0.00138048356629,0.00550178151112
438,0.00360063545557,0.00935929899571,0.0132964453387,0.0915022152158,0.00121621544388,0.0135892147,0.0035527035,0.2173815529,0.0114226209,0.0086138608,0.0032628183,0.0172837471,0.2854150969,0.0356376225405,0.00499006109905,0.0179999931285,0.00143087732479,0.00566093339151
439,0.00337009418659,0.00758621083859,0.00987173038229,0.100281590386,0.00143796901165,0.0123175151,0.0041780801,0.2411404848,0.0119430971,0.0088442696,0.0034013450,0.0140891028,0.2388261996,0.0307010865645,0.00495227495489,0.0175464716372,0.00134001585113,0.00605043667773
440,0.00275392024949,0.00667661242229,0.00801475519785,0.110309178247,0.0015511319148,0.0122797419,0.0037457728,0.2222215733,0.0115905165,0.0088317018,0.0033383783,0.0140597171,0.2445539975,0.0309277642369,0.00451983352723,0.0167822039388,0.00145607420405,0.00622215318026
441,0.0025108040022,0.00660116186241,0.00746981891348,0.125480407668,0.00153436704026,0.0130352070,0.0028391867,0.1874590905,0.0110280664,0.0095271174,0.0034391250,0.0144291372,0.2479990995,0.0320779435374,0.00454502429,0.0160347333328,0.00133008980779,0.00652370411153
442,0.00223415447942,0.00634965999615,0.00667337357478,0.137828498318,0.00143377779302,0.0122293775,0.0024446538,0.1668740127,0.0100458775,0.0095522529,0.0032376316,0.0139757580,0.2180797787,0.0271581985002,0.00460380273648,0.0148589368739,0.00150646796255,0.00638130506065
443,0.00201199652931,0.00673110449331,0.00685362173038,0.153510740988,0.00131223245261,0.0122167864,0.0022893589,0.1404637775,0.0093994796,0.0096737412,0.0038421117,0.0147565777,0.2238159999,0.0271372098268,0.00405800287633,0.0141198648139,0.00110751737439,0.00672892627308
444,0.00213355465295,0.00670176260891,0.00632126089873,0.165699663577,0.00120211770847,0.0126071101,0.0021844300,0.1364889643,0.0093910848,0.0107168646,0.0036322228,0.0132369177,0.1976618639,0.0242281796982,0.00409998748095,0.013380792754,0.00115371165302,0.00689226636085
445,0.00224253779829,0.00706224861722,0.00663983903421,0.183208150319,0.00153436704026,0.0127246269,0.0024530481,0.1649294381,0.0106586962,0.0108174066,0.0030697205,0.0103151405,0.1455978657,0.0188550793162,0.00435189510872,0.0126417206941,0.0015316648418,0.0071770644626
446,0.00217547124731,0.0073095587857,0.00648893360161,0.194261953312,0.00158885288251,0.0127707942,0.0029441156,0.2055727598,0.0124845603,0.0108299743,0.0029605783,0.0078929201,0.1066656865,0.0144810397865,0.00425952897854,0.0122931810295,0.00139957211118,0.00745767435698
447,0.0019072050434,0.0075987859319,0.00608651911469,0.217337133566,0.00168525091111,0.0131527238,0.0029818900,0.2564700715,0.0140250019,0.0106917290,0.0025575916,0.0063858540,0.0863656969,0.011903630697,0.00409159056003,0.0114575256891,0.00129458511429,0.0074534861496
448,0.00217547124731,0.00762393611853,0.00609490274983,0.227523889489,0.00122421686127,0.0126994447,0.0039640250,0.3205296688,0.0154185350,0.0104822665,0.0021210227,0.0053279691,0.0758450799,0.0110221064156,0.00366334759283,0.0106512652601,0.00137208460654,0.00740322766105
449,0.00210002137746,0.00834071643736,0.00611167002012,0.251600153076,0.0012870851408,0.0171273096,0.0062304904,0.4919649042,0.0206568761,0.0108802453,0.0022301649,0.0049333613,0.0797660945,0.0116097892699,0.00389426291828,0.0107184536291,0.00136120413595,0.00803564697524
450,0.00215870460957,0.00862156018802,0.00604460093897,0.260572205372,0.00139186560667,0.0240314212,0.0070867106,0.5128283903,0.0216642494,0.0115882287,0.0021713960,0.0045807330,0.0611633862,0.00959487662667,0.00371372911838,0.0102313379533,0.00139880856938,0.00815710498922
451,0.00209163805859,0.00839520850838,0.00612843729041,0.266226860182,0.0013834831694,0.0145209550,0.0045935987,0.3498696154,0.0183063384,0.0116887707,0.0025072183,0.0039342478,0.0537004025,0.00848667467289,0.00357098146265,0.0095426571702,0.00138048356629,0.00825762196631
452,0.00165570547724,0.00832814134405,0.00589369550637,0.270348475242,0.00131642367124,0.0199183335,0.0028811582,0.2433120692,0.0154521141,0.0120825602,0.0022805383,0.0036235991,0.0495477490,0.00779824618645,0.00350380609525,0.00918151968638,0.00107583038988,0.00826599838107
453,0.00159702224514,0.00855449302368,0.00547032193159,0.276091091348,0.00133737976442,0.0153645577,0.0024152737,0.2154284119,0.0147637423,0.0126774338,0.0020286716,0.0034724727,0.0505164207,0.00803331932816,0.00350380609525,0.00891696548312,0.00118310801215,0.00840002101719
454,0.00159702224514,0.0082778409708,0.00549966465459,0.267935822524,0.00127451148489,0.0150245984,0.0032672968,0.2683516791,0.0157879052,0.0125349993,0.0019699027,0.0034556808,0.0528833490,0.00822641512314,0.00331907383489,0.00887917202551,0.00115371165302,0.00874345402224
455,0.00162217220175,0.00816047343321,0.00540744466801,0.262800558231,0.00130308797558,0.0172070531,0.0026545117,0.1920421187,0.0133030511,0.0128114898,0.0019531116,0.0034808686,0.0526222288,0.00833555622465,0.00310915081175,0.00855162872623,0.00109339185118,0.00874345402224
456,0.0013832476139,0.00778741233159,0.00514336016097,0.250041981528,0.00158885288251,0.0172406294,0.0023397248,0.1282309472,0.0110112769,0.0128910856,0.0019531116,0.0036361929,0.0515272086,0.00823481059249,0.00325189846749,0.00832486798058,0.001,0.00896542901331
457,0.00152995569416,0.00738920104335,0.00516431924883,0.240533784183,0.00154274947753,0.0187095893,0.0019577835,0.1146274917,0.0099703245,0.0134482559,0.0017600138,0.0036152032,0.0542816055,0.00901558924174,0.00338624920229,0.00844244762648,0.00122090333103,0.00958109549798
458,0.00160540556401,0.00718799955035,0.00486250838364,0.224240001066,0.00133318854578,0.0188774704,0.0019280218,0.1097703385,0.0097268759,0.0135487979,0.0020790449,0.0033633258,0.0433650966,0.00750440475932,0.00331067691396,0.00819888978855,0.00143927628454,0.00945544927662
459,0.00168923875273,0.00728021690131,0.00477867203219,0.21654129326,0.00136671829486,0.0151756914,0.0017982915,0.1207524733,0.0096093490,0.0142358350,0.0021294183,0.0030526771,0.0495393258,0.0085958157744,0.0030251816025,0.00803931741198,0.00116211061277,0.00989939925876
460,0.00158444726683,0.00708320710607,0.00474094567404,0.202480051634,0.00121164320537,0.0155156507,0.0020249380,0.1378167575,0.0103942607,0.0142986738,0.0020412649,0.0029309364,0.0455130208,0.00779404845178,0.00291182317001,0.00819888978855,0.00146027368392,0.010133938872
461,0.00152157237529,0.0066598456312,0.00456069751844,0.196226422279,0.00130804123397,0.0217062675,0.0021928243,0.1793809680,0.0116157008,0.0152580121,0.0019615071,0.0031702199,0.0427502006,0.00711821316936,0.00285724318399,0.00819888978855,0.0015148669223,0.0102763379228
462,0.00166408879611,0.00655086148916,0.00428403755869,0.188083719354,0.00148178629738,0.0555930744,0.0027384549,0.2632204008,0.0142768453,0.0155512597,0.0022049783,0.0031198444,0.0377215310,0.00641299374423,0.00317632617916,0.00871120110281,0.00135528668704,0.0107956756378
463,0.00201199652931,0.00617780038754,0.00464034205231,0.180565122775,0.00144711348868,0.0208164975,0.0033974087,0.3054013927,0.0161740649,0.0161587010,0.0021420116,0.0033591279,0.0395999118,0.00667325329398,0.00327708923026,0.00886657420631,0.00162405339906,0.0114155303299
464,0.00175630530371,0.00621552566748,0.00425888665325,0.172770076404,0.00106495055315,0.0165019524,0.0035694922,0.3577678433,0.0186085504,0.0169253338,0.0021294183,0.0030946567,0.0397599532,0.00654732125378,0.00319312002101,0.00886237493324,0.00113882258801,0.0115328001365
465,0.00142097254882,0.00571252193496,0.00412474849095,0.165850454372,0.00107066585128,0.0173077818,0.0062556733,0.6835654635,0.0282709392,0.0173861514,0.0019699027,0.0030946567,0.0413519441,0.00655571672313,0.00285724318399,0.00878678801802,0.00118730749202,0.0117673397497
466,0.00153833901303,0.00613169171206,0.00403252850436,0.163647233313,0.00126612904762,0.0612590627,0.0177726751,1.0000000000,0.0505758626,0.0181904875,0.0020706494,0.0031450321,0.0606074529,0.00935140801561,0.00320151694193,0.00907233858662,0.00136024970871,0.0125547227369
467,0.00163474718006,0.00608977473435,0.00446428571429,0.164505903117,0.00147568997937,0.0944365718,0.0185071777,1.0000000000,0.0550586738,0.0201678138,0.0027213049,0.0042155108,0.0701130704,0.0118238737382,0.00370533219746,0.00952166080486,0.00187602219158,0.0136771623144
468,0.00178145526032,0.00554485402413,0.00412474849095,0.154650049216,0.00161819141296,0.0233263205,0.0084801671,1.0000000000,0.0377402480,0.0197153747,0.0025156138,0.0037831214,0.0537677883,0.00869656140656,0.00339464612322,0.00891276621005,0.00161565443931,0.013518010434
469,0.00164732215837,0.00572928872605,0.00393192488263,0.152840559678,0.0016601035993,0.0304025103,0.0041990659,0.5135137029,0.0282373600,0.0208716078,0.0023980760,0.0039594355,0.0581562923,0.00899879830305,0.00335266151859,0.00890436766392,0.00121250437128,0.0140876066375
470,0.00145869748375,0.00543586988208,0.00387323943662,0.146448705427,0.00138767438803,0.0240020420,0.0031581707,0.3566327943,0.0232382701,0.0207836336,0.0021797916,0.0040517906,0.0740551431,0.011660162086,0.0030251816025,0.00876579165269,0.00132169084804,0.0142048764441
471,0.00137067263559,0.00533526913558,0.00371395036888,0.144572197757,0.00132480610851,0.0191712624,0.0025034140,0.2804731461,0.0208751403,0.0221535185,0.0021797916,0.0039762274,0.0835102212,0.0134316061182,0.00316792925823,0.00931589642455,0.00126289812978,0.0150676471641
472,0.0015467223319,0.00520113480691,0.00353789403085,0.142100904174,0.00135452565883,0.0232591680,0.0021172755,0.2209880105,0.0170890957,0.0233935367,0.0023477027,0.0046646921,0.1392046325,0.023279491662,0.00308396004898,0.00887917202551,0.00116211061277,0.0156037377086
473,0.00151318905642,0.00489094917185,0.003546277666,0.138322757035,0.00106799871215,0.0453942956,0.0020249380,0.1935241072,0.0148476901,0.0247843678,0.0021797916,0.0078971180,0.4104327091,0.0692782682131,0.00298319699787,0.00872799819508,0.00121364968397,0.0166172838942
474,0.0013832476139,0.00500831670944,0.00343309859155,0.134435705432,0.00111562619664,0.0249715556,0.0039640250,0.3705617733,0.0186043530,0.0253331597,0.0022553516,0.0100086898,0.5042085531,0.0830888152886,0.00325189846749,0.00858942218384,0.00143507680467,0.0174214197109
475,0.00137143475549,0.0049999333139,0.00338698859826,0.132793761221,0.00122421686127,0.0218993308,0.0073805117,0.7035251936,0.0258700328,0.0270298061,0.0023560983,0.0060584134,0.1933575922,0.031221605664,0.00310915081175,0.00846764326488,0.00134688772729,0.0179240045964
476,0.00142935586769,0.00475681484318,0.00337860496311,0.132182220775,0.00123259929854,0.0223610040,0.0033260570,0.2493428202,0.0135632892,0.0280017123,0.0023644938,0.0041021660,0.0735792305,0.0119791899212,0.00282365550029,0.00839205634966,0.00127511479851,0.0187616460721
477,0.00118204796097,0.00494544124288,0.00325704225352,0.129736058991,0.00142539535575,0.0226673870,0.0019242062,0.1186836858,0.0092483736,0.0300837698,0.0024316583,0.0044170127,0.1038860199,0.0157277669845,0.00303777698389,0.00831227016138,0.00116363769636,0.0199343441381
478,0.00160540556401,0.00499154991836,0.00340375586854,0.130682690093,0.00120745198673,0.0238299639,0.0017479256,0.1002616259,0.0084424750,0.0311185147,0.0024736360,0.0050844877,0.1322723124,0.0211050651011,0.00313434157453,0.00812330287333,0.00118081738676,0.0203364120465
